,door_state,smoke_state,keypad_state,temperature_state,humidity_state,ldr_state,camera_state,rtc_time_state
4612,on,on,none,decreasing,stable,decreasing,4,dusk
4613,on,on,none,decreasing,stable,decreasing,4,night
4614,on,on,none,decreasing,stable,decreasing,5,dawn
4615,on,on,none,decreasing,stable,decreasing,5,day
4616,on,on,none,decreasing,stable,decreasing,5,noon
4617,on,on,none,decreasing,stable,decreasing,5,evening
4618,on,on,none,decreasing,stable,decreasing,5,dusk
4619,on,on,none,decreasing,stable,decreasing,5,night
4620,on,on,none,decreasing,stable,stable,1,dawn
4621,on,on,none,decreasing,stable,stable,1,day
4622,on,on,none,decreasing,stable,stable,1,noon
4623,on,on,none,decreasing,stable,stable,1,evening
4624,on,on,none,decreasing,stable,stable,1,dusk
4625,on,on,none,decreasing,stable,stable,1,night
4626,on,on,none,decreasing,stable,stable,2,dawn
4627,on,on,none,decreasing,stable,stable,2,day
4628,on,on,none,decreasing,stable,stable,2,noon
4629,on,on,none,decreasing,stable,stable,2,evening
4630,on,on,none,decreasing,stable,stable,2,dusk
4631,on,on,none,decreasing,stable,stable,2,night
4632,on,on,none,decreasing,stable,stable,3,dawn
4633,on,on,none,decreasing,stable,stable,3,day
4634,on,on,none,decreasing,stable,stable,3,noon
4635,on,on,none,decreasing,stable,stable,3,evening
4636,on,on,none,decreasing,stable,stable,3,dusk
4637,on,on,none,decreasing,stable,stable,3,night
4638,on,on,none,decreasing,stable,stable,4,dawn
4639,on,on,none,decreasing,stable,stable,4,day
4640,on,on,none,decreasing,stable,stable,4,noon
4641,on,on,none,decreasing,stable,stable,4,evening
4642,on,on,none,decreasing,stable,stable,4,dusk
4643,on,on,none,decreasing,stable,stable,4,night
4644,on,on,none,decreasing,stable,stable,5,dawn
4645,on,on,none,decreasing,stable,stable,5,day
4646,on,on,none,decreasing,stable,stable,5,noon
4647,on,on,none,decreasing,stable,stable,5,evening
4648,on,on,none,decreasing,stable,stable,5,dusk
4649,on,on,none,decreasing,stable,stable,5,night
4650,on,on,none,decreasing,stable,fluctuate,1,dawn
4651,on,on,none,decreasing,stable,fluctuate,1,day
4652,on,on,none,decreasing,stable,fluctuate,1,noon
4653,on,on,none,decreasing,stable,fluctuate,1,evening
4654,on,on,none,decreasing,stable,fluctuate,1,dusk
4655,on,on,none,decreasing,stable,fluctuate,1,night
4656,on,on,none,decreasing,stable,fluctuate,2,dawn
4657,on,on,none,decreasing,stable,fluctuate,2,day
4658,on,on,none,decreasing,stable,fluctuate,2,noon
4659,on,on,none,decreasing,stable,fluctuate,2,evening
4660,on,on,none,decreasing,stable,fluctuate,2,dusk
4661,on,on,none,decreasing,stable,fluctuate,2,night
4662,on,on,none,decreasing,stable,fluctuate,3,dawn
4663,on,on,none,decreasing,stable,fluctuate,3,day
4664,on,on,none,decreasing,stable,fluctuate,3,noon
4665,on,on,none,decreasing,stable,fluctuate,3,evening
4666,on,on,none,decreasing,stable,fluctuate,3,dusk
4667,on,on,none,decreasing,stable,fluctuate,3,night
4668,on,on,none,decreasing,stable,fluctuate,4,dawn
4669,on,on,none,decreasing,stable,fluctuate,4,day
4670,on,on,none,decreasing,stable,fluctuate,4,noon
4671,on,on,none,decreasing,stable,fluctuate,4,evening
4672,on,on,none,decreasing,stable,fluctuate,4,dusk
4673,on,on,none,decreasing,stable,fluctuate,4,night
4674,on,on,none,decreasing,stable,fluctuate,5,dawn
4675,on,on,none,decreasing,stable,fluctuate,5,day
4676,on,on,none,decreasing,stable,fluctuate,5,noon
4677,on,on,none,decreasing,stable,fluctuate,5,evening
4678,on,on,none,decreasing,stable,fluctuate,5,dusk
4679,on,on,none,decreasing,stable,fluctuate,5,night
4680,on,on,none,decreasing,fluctuate,increasing,1,dawn
4681,on,on,none,decreasing,fluctuate,increasing,1,day
4682,on,on,none,decreasing,fluctuate,increasing,1,noon
4683,on,on,none,decreasing,fluctuate,increasing,1,evening
4684,on,on,none,decreasing,fluctuate,increasing,1,dusk
4685,on,on,none,decreasing,fluctuate,increasing,1,night
4686,on,on,none,decreasing,fluctuate,increasing,2,dawn
4687,on,on,none,decreasing,fluctuate,increasing,2,day
4688,on,on,none,decreasing,fluctuate,increasing,2,noon
4689,on,on,none,decreasing,fluctuate,increasing,2,evening
4690,on,on,none,decreasing,fluctuate,increasing,2,dusk
4691,on,on,none,decreasing,fluctuate,increasing,2,night
4692,on,on,none,decreasing,fluctuate,increasing,3,dawn
4693,on,on,none,decreasing,fluctuate,increasing,3,day
4694,on,on,none,decreasing,fluctuate,increasing,3,noon
4695,on,on,none,decreasing,fluctuate,increasing,3,evening
4696,on,on,none,decreasing,fluctuate,increasing,3,dusk
4697,on,on,none,decreasing,fluctuate,increasing,3,night
4698,on,on,none,decreasing,fluctuate,increasing,4,dawn
4699,on,on,none,decreasing,fluctuate,increasing,4,day
4700,on,on,none,decreasing,fluctuate,increasing,4,noon
4701,on,on,none,decreasing,fluctuate,increasing,4,evening
4702,on,on,none,decreasing,fluctuate,increasing,4,dusk
4703,on,on,none,decreasing,fluctuate,increasing,4,night
4704,on,on,none,decreasing,fluctuate,increasing,5,dawn
4705,on,on,none,decreasing,fluctuate,increasing,5,day
4706,on,on,none,decreasing,fluctuate,increasing,5,noon
4707,on,on,none,decreasing,fluctuate,increasing,5,evening
4708,on,on,none,decreasing,fluctuate,increasing,5,dusk
4709,on,on,none,decreasing,fluctuate,increasing,5,night
4710,on,on,none,decreasing,fluctuate,decreasing,1,dawn
4711,on,on,none,decreasing,fluctuate,decreasing,1,day
4712,on,on,none,decreasing,fluctuate,decreasing,1,noon
4713,on,on,none,decreasing,fluctuate,decreasing,1,evening
4714,on,on,none,decreasing,fluctuate,decreasing,1,dusk
4715,on,on,none,decreasing,fluctuate,decreasing,1,night
4716,on,on,none,decreasing,fluctuate,decreasing,2,dawn
4717,on,on,none,decreasing,fluctuate,decreasing,2,day
4718,on,on,none,decreasing,fluctuate,decreasing,2,noon
4719,on,on,none,decreasing,fluctuate,decreasing,2,evening
4720,on,on,none,decreasing,fluctuate,decreasing,2,dusk
4721,on,on,none,decreasing,fluctuate,decreasing,2,night
4722,on,on,none,decreasing,fluctuate,decreasing,3,dawn
4723,on,on,none,decreasing,fluctuate,decreasing,3,day
4724,on,on,none,decreasing,fluctuate,decreasing,3,noon
4725,on,on,none,decreasing,fluctuate,decreasing,3,evening
4726,on,on,none,decreasing,fluctuate,decreasing,3,dusk
4727,on,on,none,decreasing,fluctuate,decreasing,3,night
4728,on,on,none,decreasing,fluctuate,decreasing,4,dawn
4729,on,on,none,decreasing,fluctuate,decreasing,4,day
4730,on,on,none,decreasing,fluctuate,decreasing,4,noon
4731,on,on,none,decreasing,fluctuate,decreasing,4,evening
4732,on,on,none,decreasing,fluctuate,decreasing,4,dusk
4733,on,on,none,decreasing,fluctuate,decreasing,4,night
4734,on,on,none,decreasing,fluctuate,decreasing,5,dawn
4735,on,on,none,decreasing,fluctuate,decreasing,5,day
4736,on,on,none,decreasing,fluctuate,decreasing,5,noon
4737,on,on,none,decreasing,fluctuate,decreasing,5,evening
4738,on,on,none,decreasing,fluctuate,decreasing,5,dusk
4739,on,on,none,decreasing,fluctuate,decreasing,5,night
4740,on,on,none,decreasing,fluctuate,stable,1,dawn
4741,on,on,none,decreasing,fluctuate,stable,1,day
4742,on,on,none,decreasing,fluctuate,stable,1,noon
4743,on,on,none,decreasing,fluctuate,stable,1,evening
4744,on,on,none,decreasing,fluctuate,stable,1,dusk
4745,on,on,none,decreasing,fluctuate,stable,1,night
4746,on,on,none,decreasing,fluctuate,stable,2,dawn
4747,on,on,none,decreasing,fluctuate,stable,2,day
4748,on,on,none,decreasing,fluctuate,stable,2,noon
4749,on,on,none,decreasing,fluctuate,stable,2,evening
4750,on,on,none,decreasing,fluctuate,stable,2,dusk
4751,on,on,none,decreasing,fluctuate,stable,2,night
4752,on,on,none,decreasing,fluctuate,stable,3,dawn
4753,on,on,none,decreasing,fluctuate,stable,3,day
4754,on,on,none,decreasing,fluctuate,stable,3,noon
4755,on,on,none,decreasing,fluctuate,stable,3,evening
4756,on,on,none,decreasing,fluctuate,stable,3,dusk
4757,on,on,none,decreasing,fluctuate,stable,3,night
4758,on,on,none,decreasing,fluctuate,stable,4,dawn
4759,on,on,none,decreasing,fluctuate,stable,4,day
4760,on,on,none,decreasing,fluctuate,stable,4,noon
4761,on,on,none,decreasing,fluctuate,stable,4,evening
4762,on,on,none,decreasing,fluctuate,stable,4,dusk
4763,on,on,none,decreasing,fluctuate,stable,4,night
4764,on,on,none,decreasing,fluctuate,stable,5,dawn
4765,on,on,none,decreasing,fluctuate,stable,5,day
4766,on,on,none,decreasing,fluctuate,stable,5,noon
4767,on,on,none,decreasing,fluctuate,stable,5,evening
4768,on,on,none,decreasing,fluctuate,stable,5,dusk
4769,on,on,none,decreasing,fluctuate,stable,5,night
4770,on,on,none,decreasing,fluctuate,fluctuate,1,dawn
4771,on,on,none,decreasing,fluctuate,fluctuate,1,day
4772,on,on,none,decreasing,fluctuate,fluctuate,1,noon
4773,on,on,none,decreasing,fluctuate,fluctuate,1,evening
4774,on,on,none,decreasing,fluctuate,fluctuate,1,dusk
4775,on,on,none,decreasing,fluctuate,fluctuate,1,night
4776,on,on,none,decreasing,fluctuate,fluctuate,2,dawn
4777,on,on,none,decreasing,fluctuate,fluctuate,2,day
4778,on,on,none,decreasing,fluctuate,fluctuate,2,noon
4779,on,on,none,decreasing,fluctuate,fluctuate,2,evening
4780,on,on,none,decreasing,fluctuate,fluctuate,2,dusk
4781,on,on,none,decreasing,fluctuate,fluctuate,2,night
4782,on,on,none,decreasing,fluctuate,fluctuate,3,dawn
4783,on,on,none,decreasing,fluctuate,fluctuate,3,day
4784,on,on,none,decreasing,fluctuate,fluctuate,3,noon
4785,on,on,none,decreasing,fluctuate,fluctuate,3,evening
4786,on,on,none,decreasing,fluctuate,fluctuate,3,dusk
4787,on,on,none,decreasing,fluctuate,fluctuate,3,night
4788,on,on,none,decreasing,fluctuate,fluctuate,4,dawn
4789,on,on,none,decreasing,fluctuate,fluctuate,4,day
4790,on,on,none,decreasing,fluctuate,fluctuate,4,noon
4791,on,on,none,decreasing,fluctuate,fluctuate,4,evening
4792,on,on,none,decreasing,fluctuate,fluctuate,4,dusk
4793,on,on,none,decreasing,fluctuate,fluctuate,4,night
4794,on,on,none,decreasing,fluctuate,fluctuate,5,dawn
4795,on,on,none,decreasing,fluctuate,fluctuate,5,day
4796,on,on,none,decreasing,fluctuate,fluctuate,5,noon
4797,on,on,none,decreasing,fluctuate,fluctuate,5,evening
4798,on,on,none,decreasing,fluctuate,fluctuate,5,dusk
4799,on,on,none,decreasing,fluctuate,fluctuate,5,night
4800,on,on,none,stable,increasing,increasing,1,dawn
4801,on,on,none,stable,increasing,increasing,1,day
4802,on,on,none,stable,increasing,increasing,1,noon
4803,on,on,none,stable,increasing,increasing,1,evening
4804,on,on,none,stable,increasing,increasing,1,dusk
4805,on,on,none,stable,increasing,increasing,1,night
4806,on,on,none,stable,increasing,increasing,2,dawn
4807,on,on,none,stable,increasing,increasing,2,day
4808,on,on,none,stable,increasing,increasing,2,noon
4809,on,on,none,stable,increasing,increasing,2,evening
4810,on,on,none,stable,increasing,increasing,2,dusk
4811,on,on,none,stable,increasing,increasing,2,night
4812,on,on,none,stable,increasing,increasing,3,dawn
4813,on,on,none,stable,increasing,increasing,3,day
4814,on,on,none,stable,increasing,increasing,3,noon
4815,on,on,none,stable,increasing,increasing,3,evening
4816,on,on,none,stable,increasing,increasing,3,dusk
4817,on,on,none,stable,increasing,increasing,3,night
4818,on,on,none,stable,increasing,increasing,4,dawn
4819,on,on,none,stable,increasing,increasing,4,day
4820,on,on,none,stable,increasing,increasing,4,noon
4821,on,on,none,stable,increasing,increasing,4,evening
4822,on,on,none,stable,increasing,increasing,4,dusk
4823,on,on,none,stable,increasing,increasing,4,night
4824,on,on,none,stable,increasing,increasing,5,dawn
4825,on,on,none,stable,increasing,increasing,5,day
4826,on,on,none,stable,increasing,increasing,5,noon
4827,on,on,none,stable,increasing,increasing,5,evening
4828,on,on,none,stable,increasing,increasing,5,dusk
4829,on,on,none,stable,increasing,increasing,5,night
4830,on,on,none,stable,increasing,decreasing,1,dawn
4831,on,on,none,stable,increasing,decreasing,1,day
4832,on,on,none,stable,increasing,decreasing,1,noon
4833,on,on,none,stable,increasing,decreasing,1,evening
4834,on,on,none,stable,increasing,decreasing,1,dusk
4835,on,on,none,stable,increasing,decreasing,1,night
4836,on,on,none,stable,increasing,decreasing,2,dawn
4837,on,on,none,stable,increasing,decreasing,2,day
4838,on,on,none,stable,increasing,decreasing,2,noon
4839,on,on,none,stable,increasing,decreasing,2,evening
4840,on,on,none,stable,increasing,decreasing,2,dusk
4841,on,on,none,stable,increasing,decreasing,2,night
4842,on,on,none,stable,increasing,decreasing,3,dawn
4843,on,on,none,stable,increasing,decreasing,3,day
4844,on,on,none,stable,increasing,decreasing,3,noon
4845,on,on,none,stable,increasing,decreasing,3,evening
4846,on,on,none,stable,increasing,decreasing,3,dusk
4847,on,on,none,stable,increasing,decreasing,3,night
4848,on,on,none,stable,increasing,decreasing,4,dawn
4849,on,on,none,stable,increasing,decreasing,4,day
4850,on,on,none,stable,increasing,decreasing,4,noon
4851,on,on,none,stable,increasing,decreasing,4,evening
4852,on,on,none,stable,increasing,decreasing,4,dusk
4853,on,on,none,stable,increasing,decreasing,4,night
4854,on,on,none,stable,increasing,decreasing,5,dawn
4855,on,on,none,stable,increasing,decreasing,5,day
4856,on,on,none,stable,increasing,decreasing,5,noon
4857,on,on,none,stable,increasing,decreasing,5,evening
4858,on,on,none,stable,increasing,decreasing,5,dusk
4859,on,on,none,stable,increasing,decreasing,5,night
4860,on,on,none,stable,increasing,stable,1,dawn
4861,on,on,none,stable,increasing,stable,1,day
4862,on,on,none,stable,increasing,stable,1,noon
4863,on,on,none,stable,increasing,stable,1,evening
4864,on,on,none,stable,increasing,stable,1,dusk
4865,on,on,none,stable,increasing,stable,1,night
4866,on,on,none,stable,increasing,stable,2,dawn
4867,on,on,none,stable,increasing,stable,2,day
4868,on,on,none,stable,increasing,stable,2,noon
4869,on,on,none,stable,increasing,stable,2,evening
4870,on,on,none,stable,increasing,stable,2,dusk
4871,on,on,none,stable,increasing,stable,2,night
4872,on,on,none,stable,increasing,stable,3,dawn
4873,on,on,none,stable,increasing,stable,3,day
4874,on,on,none,stable,increasing,stable,3,noon
4875,on,on,none,stable,increasing,stable,3,evening
4876,on,on,none,stable,increasing,stable,3,dusk
4877,on,on,none,stable,increasing,stable,3,night
4878,on,on,none,stable,increasing,stable,4,dawn
4879,on,on,none,stable,increasing,stable,4,day
4880,on,on,none,stable,increasing,stable,4,noon
4881,on,on,none,stable,increasing,stable,4,evening
4882,on,on,none,stable,increasing,stable,4,dusk
4883,on,on,none,stable,increasing,stable,4,night
4884,on,on,none,stable,increasing,stable,5,dawn
4885,on,on,none,stable,increasing,stable,5,day
4886,on,on,none,stable,increasing,stable,5,noon
4887,on,on,none,stable,increasing,stable,5,evening
4888,on,on,none,stable,increasing,stable,5,dusk
4889,on,on,none,stable,increasing,stable,5,night
4890,on,on,none,stable,increasing,fluctuate,1,dawn
4891,on,on,none,stable,increasing,fluctuate,1,day
4892,on,on,none,stable,increasing,fluctuate,1,noon
4893,on,on,none,stable,increasing,fluctuate,1,evening
4894,on,on,none,stable,increasing,fluctuate,1,dusk
4895,on,on,none,stable,increasing,fluctuate,1,night
4896,on,on,none,stable,increasing,fluctuate,2,dawn
4897,on,on,none,stable,increasing,fluctuate,2,day
4898,on,on,none,stable,increasing,fluctuate,2,noon
4899,on,on,none,stable,increasing,fluctuate,2,evening
4900,on,on,none,stable,increasing,fluctuate,2,dusk
4901,on,on,none,stable,increasing,fluctuate,2,night
4902,on,on,none,stable,increasing,fluctuate,3,dawn
4903,on,on,none,stable,increasing,fluctuate,3,day
4904,on,on,none,stable,increasing,fluctuate,3,noon
4905,on,on,none,stable,increasing,fluctuate,3,evening
4906,on,on,none,stable,increasing,fluctuate,3,dusk
4907,on,on,none,stable,increasing,fluctuate,3,night
4908,on,on,none,stable,increasing,fluctuate,4,dawn
4909,on,on,none,stable,increasing,fluctuate,4,day
4910,on,on,none,stable,increasing,fluctuate,4,noon
4911,on,on,none,stable,increasing,fluctuate,4,evening
4912,on,on,none,stable,increasing,fluctuate,4,dusk
4913,on,on,none,stable,increasing,fluctuate,4,night
4914,on,on,none,stable,increasing,fluctuate,5,dawn
4915,on,on,none,stable,increasing,fluctuate,5,day
4916,on,on,none,stable,increasing,fluctuate,5,noon
4917,on,on,none,stable,increasing,fluctuate,5,evening
4918,on,on,none,stable,increasing,fluctuate,5,dusk
4919,on,on,none,stable,increasing,fluctuate,5,night
4920,on,on,none,stable,decreasing,increasing,1,dawn
4921,on,on,none,stable,decreasing,increasing,1,day
4922,on,on,none,stable,decreasing,increasing,1,noon
4923,on,on,none,stable,decreasing,increasing,1,evening
4924,on,on,none,stable,decreasing,increasing,1,dusk
4925,on,on,none,stable,decreasing,increasing,1,night
4926,on,on,none,stable,decreasing,increasing,2,dawn
4927,on,on,none,stable,decreasing,increasing,2,day
4928,on,on,none,stable,decreasing,increasing,2,noon
4929,on,on,none,stable,decreasing,increasing,2,evening
4930,on,on,none,stable,decreasing,increasing,2,dusk
4931,on,on,none,stable,decreasing,increasing,2,night
4932,on,on,none,stable,decreasing,increasing,3,dawn
4933,on,on,none,stable,decreasing,increasing,3,day
4934,on,on,none,stable,decreasing,increasing,3,noon
4935,on,on,none,stable,decreasing,increasing,3,evening
4936,on,on,none,stable,decreasing,increasing,3,dusk
4937,on,on,none,stable,decreasing,increasing,3,night
4938,on,on,none,stable,decreasing,increasing,4,dawn
4939,on,on,none,stable,decreasing,increasing,4,day
4940,on,on,none,stable,decreasing,increasing,4,noon
4941,on,on,none,stable,decreasing,increasing,4,evening
4942,on,on,none,stable,decreasing,increasing,4,dusk
4943,on,on,none,stable,decreasing,increasing,4,night
4944,on,on,none,stable,decreasing,increasing,5,dawn
4945,on,on,none,stable,decreasing,increasing,5,day
4946,on,on,none,stable,decreasing,increasing,5,noon
4947,on,on,none,stable,decreasing,increasing,5,evening
4948,on,on,none,stable,decreasing,increasing,5,dusk
4949,on,on,none,stable,decreasing,increasing,5,night
4950,on,on,none,stable,decreasing,decreasing,1,dawn
4951,on,on,none,stable,decreasing,decreasing,1,day
4952,on,on,none,stable,decreasing,decreasing,1,noon
4953,on,on,none,stable,decreasing,decreasing,1,evening
4954,on,on,none,stable,decreasing,decreasing,1,dusk
4955,on,on,none,stable,decreasing,decreasing,1,night
4956,on,on,none,stable,decreasing,decreasing,2,dawn
4957,on,on,none,stable,decreasing,decreasing,2,day
4958,on,on,none,stable,decreasing,decreasing,2,noon
4959,on,on,none,stable,decreasing,decreasing,2,evening
4960,on,on,none,stable,decreasing,decreasing,2,dusk
4961,on,on,none,stable,decreasing,decreasing,2,night
4962,on,on,none,stable,decreasing,decreasing,3,dawn
4963,on,on,none,stable,decreasing,decreasing,3,day
4964,on,on,none,stable,decreasing,decreasing,3,noon
4965,on,on,none,stable,decreasing,decreasing,3,evening
4966,on,on,none,stable,decreasing,decreasing,3,dusk
4967,on,on,none,stable,decreasing,decreasing,3,night
4968,on,on,none,stable,decreasing,decreasing,4,dawn
4969,on,on,none,stable,decreasing,decreasing,4,day
4970,on,on,none,stable,decreasing,decreasing,4,noon
4971,on,on,none,stable,decreasing,decreasing,4,evening
4972,on,on,none,stable,decreasing,decreasing,4,dusk
4973,on,on,none,stable,decreasing,decreasing,4,night
4974,on,on,none,stable,decreasing,decreasing,5,dawn
4975,on,on,none,stable,decreasing,decreasing,5,day
4976,on,on,none,stable,decreasing,decreasing,5,noon
4977,on,on,none,stable,decreasing,decreasing,5,evening
4978,on,on,none,stable,decreasing,decreasing,5,dusk
4979,on,on,none,stable,decreasing,decreasing,5,night
4980,on,on,none,stable,decreasing,stable,1,dawn
4981,on,on,none,stable,decreasing,stable,1,day
4982,on,on,none,stable,decreasing,stable,1,noon
4983,on,on,none,stable,decreasing,stable,1,evening
4984,on,on,none,stable,decreasing,stable,1,dusk
4985,on,on,none,stable,decreasing,stable,1,night
4986,on,on,none,stable,decreasing,stable,2,dawn
4987,on,on,none,stable,decreasing,stable,2,day
4988,on,on,none,stable,decreasing,stable,2,noon
4989,on,on,none,stable,decreasing,stable,2,evening
4990,on,on,none,stable,decreasing,stable,2,dusk
4991,on,on,none,stable,decreasing,stable,2,night
4992,on,on,none,stable,decreasing,stable,3,dawn
4993,on,on,none,stable,decreasing,stable,3,day
4994,on,on,none,stable,decreasing,stable,3,noon
4995,on,on,none,stable,decreasing,stable,3,evening
4996,on,on,none,stable,decreasing,stable,3,dusk
4997,on,on,none,stable,decreasing,stable,3,night
4998,on,on,none,stable,decreasing,stable,4,dawn
4999,on,on,none,stable,decreasing,stable,4,day
5000,on,on,none,stable,decreasing,stable,4,noon
5001,on,on,none,stable,decreasing,stable,4,evening
5002,on,on,none,stable,decreasing,stable,4,dusk
5003,on,on,none,stable,decreasing,stable,4,night
5004,on,on,none,stable,decreasing,stable,5,dawn
5005,on,on,none,stable,decreasing,stable,5,day
5006,on,on,none,stable,decreasing,stable,5,noon
5007,on,on,none,stable,decreasing,stable,5,evening
5008,on,on,none,stable,decreasing,stable,5,dusk
5009,on,on,none,stable,decreasing,stable,5,night
5010,on,on,none,stable,decreasing,fluctuate,1,dawn
5011,on,on,none,stable,decreasing,fluctuate,1,day
5012,on,on,none,stable,decreasing,fluctuate,1,noon
5013,on,on,none,stable,decreasing,fluctuate,1,evening
5014,on,on,none,stable,decreasing,fluctuate,1,dusk
5015,on,on,none,stable,decreasing,fluctuate,1,night
5016,on,on,none,stable,decreasing,fluctuate,2,dawn
5017,on,on,none,stable,decreasing,fluctuate,2,day
5018,on,on,none,stable,decreasing,fluctuate,2,noon
5019,on,on,none,stable,decreasing,fluctuate,2,evening
5020,on,on,none,stable,decreasing,fluctuate,2,dusk
5021,on,on,none,stable,decreasing,fluctuate,2,night
5022,on,on,none,stable,decreasing,fluctuate,3,dawn
5023,on,on,none,stable,decreasing,fluctuate,3,day
5024,on,on,none,stable,decreasing,fluctuate,3,noon
5025,on,on,none,stable,decreasing,fluctuate,3,evening
5026,on,on,none,stable,decreasing,fluctuate,3,dusk
5027,on,on,none,stable,decreasing,fluctuate,3,night
5028,on,on,none,stable,decreasing,fluctuate,4,dawn
5029,on,on,none,stable,decreasing,fluctuate,4,day
5030,on,on,none,stable,decreasing,fluctuate,4,noon
5031,on,on,none,stable,decreasing,fluctuate,4,evening
5032,on,on,none,stable,decreasing,fluctuate,4,dusk
5033,on,on,none,stable,decreasing,fluctuate,4,night
5034,on,on,none,stable,decreasing,fluctuate,5,dawn
5035,on,on,none,stable,decreasing,fluctuate,5,day
5036,on,on,none,stable,decreasing,fluctuate,5,noon
5037,on,on,none,stable,decreasing,fluctuate,5,evening
5038,on,on,none,stable,decreasing,fluctuate,5,dusk
5039,on,on,none,stable,decreasing,fluctuate,5,night
5040,on,on,none,stable,stable,increasing,1,dawn
5041,on,on,none,stable,stable,increasing,1,day
5042,on,on,none,stable,stable,increasing,1,noon
5043,on,on,none,stable,stable,increasing,1,evening
5044,on,on,none,stable,stable,increasing,1,dusk
5045,on,on,none,stable,stable,increasing,1,night
5046,on,on,none,stable,stable,increasing,2,dawn
5047,on,on,none,stable,stable,increasing,2,day
5048,on,on,none,stable,stable,increasing,2,noon
5049,on,on,none,stable,stable,increasing,2,evening
5050,on,on,none,stable,stable,increasing,2,dusk
5051,on,on,none,stable,stable,increasing,2,night
5052,on,on,none,stable,stable,increasing,3,dawn
5053,on,on,none,stable,stable,increasing,3,day
5054,on,on,none,stable,stable,increasing,3,noon
5055,on,on,none,stable,stable,increasing,3,evening
5056,on,on,none,stable,stable,increasing,3,dusk
5057,on,on,none,stable,stable,increasing,3,night
5058,on,on,none,stable,stable,increasing,4,dawn
5059,on,on,none,stable,stable,increasing,4,day
5060,on,on,none,stable,stable,increasing,4,noon
5061,on,on,none,stable,stable,increasing,4,evening
5062,on,on,none,stable,stable,increasing,4,dusk
5063,on,on,none,stable,stable,increasing,4,night
5064,on,on,none,stable,stable,increasing,5,dawn
5065,on,on,none,stable,stable,increasing,5,day
5066,on,on,none,stable,stable,increasing,5,noon
5067,on,on,none,stable,stable,increasing,5,evening
5068,on,on,none,stable,stable,increasing,5,dusk
5069,on,on,none,stable,stable,increasing,5,night
5070,on,on,none,stable,stable,decreasing,1,dawn
5071,on,on,none,stable,stable,decreasing,1,day
5072,on,on,none,stable,stable,decreasing,1,noon
5073,on,on,none,stable,stable,decreasing,1,evening
5074,on,on,none,stable,stable,decreasing,1,dusk
5075,on,on,none,stable,stable,decreasing,1,night
5076,on,on,none,stable,stable,decreasing,2,dawn
5077,on,on,none,stable,stable,decreasing,2,day
5078,on,on,none,stable,stable,decreasing,2,noon
5079,on,on,none,stable,stable,decreasing,2,evening
5080,on,on,none,stable,stable,decreasing,2,dusk
5081,on,on,none,stable,stable,decreasing,2,night
5082,on,on,none,stable,stable,decreasing,3,dawn
5083,on,on,none,stable,stable,decreasing,3,day
5084,on,on,none,stable,stable,decreasing,3,noon
5085,on,on,none,stable,stable,decreasing,3,evening
5086,on,on,none,stable,stable,decreasing,3,dusk
5087,on,on,none,stable,stable,decreasing,3,night
5088,on,on,none,stable,stable,decreasing,4,dawn
5089,on,on,none,stable,stable,decreasing,4,day
5090,on,on,none,stable,stable,decreasing,4,noon
5091,on,on,none,stable,stable,decreasing,4,evening
5092,on,on,none,stable,stable,decreasing,4,dusk
5093,on,on,none,stable,stable,decreasing,4,night
5094,on,on,none,stable,stable,decreasing,5,dawn
5095,on,on,none,stable,stable,decreasing,5,day
5096,on,on,none,stable,stable,decreasing,5,noon
5097,on,on,none,stable,stable,decreasing,5,evening
5098,on,on,none,stable,stable,decreasing,5,dusk
5099,on,on,none,stable,stable,decreasing,5,night
5100,on,on,none,stable,stable,stable,1,dawn
5101,on,on,none,stable,stable,stable,1,day
5102,on,on,none,stable,stable,stable,1,noon
5103,on,on,none,stable,stable,stable,1,evening
5104,on,on,none,stable,stable,stable,1,dusk
5105,on,on,none,stable,stable,stable,1,night
5106,on,on,none,stable,stable,stable,2,dawn
5107,on,on,none,stable,stable,stable,2,day
5108,on,on,none,stable,stable,stable,2,noon
5109,on,on,none,stable,stable,stable,2,evening
5110,on,on,none,stable,stable,stable,2,dusk
5111,on,on,none,stable,stable,stable,2,night
5112,on,on,none,stable,stable,stable,3,dawn
5113,on,on,none,stable,stable,stable,3,day
5114,on,on,none,stable,stable,stable,3,noon
5115,on,on,none,stable,stable,stable,3,evening
5116,on,on,none,stable,stable,stable,3,dusk
5117,on,on,none,stable,stable,stable,3,night
5118,on,on,none,stable,stable,stable,4,dawn
5119,on,on,none,stable,stable,stable,4,day
5120,on,on,none,stable,stable,stable,4,noon
5121,on,on,none,stable,stable,stable,4,evening
5122,on,on,none,stable,stable,stable,4,dusk
5123,on,on,none,stable,stable,stable,4,night
5124,on,on,none,stable,stable,stable,5,dawn
5125,on,on,none,stable,stable,stable,5,day
5126,on,on,none,stable,stable,stable,5,noon
5127,on,on,none,stable,stable,stable,5,evening
5128,on,on,none,stable,stable,stable,5,dusk
5129,on,on,none,stable,stable,stable,5,night
5130,on,on,none,stable,stable,fluctuate,1,dawn
5131,on,on,none,stable,stable,fluctuate,1,day
5132,on,on,none,stable,stable,fluctuate,1,noon
5133,on,on,none,stable,stable,fluctuate,1,evening
5134,on,on,none,stable,stable,fluctuate,1,dusk
5135,on,on,none,stable,stable,fluctuate,1,night
5136,on,on,none,stable,stable,fluctuate,2,dawn
